Date/Time,Year,Month,Day,Time,Data Quality,Temp (°C),Temp Flag,Dew Point Temp (°C),Dew Point Temp Flag,Rel Hum (%),Rel Hum Flag,Wind Dir (10s deg),Wind Dir Flag,Wind Spd (km/h),Wind Spd Flag,Visibility (km),Visibility Flag,Stn Press (kPa),Stn Press Flag,Hmdx,Hmdx Flag,Wind Chill,Wind Chill Flag,Weather
2016/9/25 2:00,2016,9,25,2:00,‡,13.1,,9.8,,80,,6,,16,,24.1,,102.86,,,,,,NA
2016/9/25 3:00,2016,9,25,3:00,‡,13.1,,9.6,,79,,4,,14,,24.1,,102.84,,,,,,NA
2016/9/25 4:00,2016,9,25,4:00,‡,13.3,,9.4,,77,,6,,11,,24.1,,102.87,,,,,,Cloudy
2016/9/25 5:00,2016,9,25,5:00,‡,13,,9.9,,81,,7,,13,,24.1,,102.87,,,,,,NA
2016/9/25 6:00,2016,9,25,6:00,‡,13.1,,9.9,,81,,6,,7,,24.1,,102.91,,,,,,NA
2016/9/25 7:00,2016,9,25,7:00,‡,13.6,,10.1,,79,,5,,8,,24.1,,102.92,,,,,,Cloudy
2016/9/25 8:00,2016,9,25,8:00,‡,13.9,,10.4,,79,,5,,16,,24.1,,102.96,,,,,,NA
2016/9/25 9:00,2016,9,25,9:00,‡,14.6,,10.9,,78,,8,,14,,24.1,,102.99,,,,,,NA
2016/9/25 10:00,2016,9,25,10:00,‡,15.3,,10.9,,75,,5,,14,,32.2,,103,,,,,,Cloudy
2016/9/25 11:00,2016,9,25,11:00,‡,16,,11.2,,73,,7,,10,,32.2,,103.01,,,,,,NA
2016/9/25 12:00,2016,9,25,12:00,‡,17.2,,11.5,,69,,9,,9,,40.2,,102.98,,,,,,NA
2016/9/25 13:00,2016,9,25,13:00,‡,18.3,,10,,58,,9,,9,,40.2,,102.95,,,,,,Mostly Cloudy
2016/9/25 14:00,2016,9,25,14:00,‡,19.3,,10.9,,58,,7,,10,,40.2,,102.9,,,,,,NA
2016/9/25 15:00,2016,9,25,15:00,‡,19.1,,11.7,,62,,27,,4,,40.2,,102.84,,,,,,NA
2016/9/25 16:00,2016,9,25,16:00,‡,19.3,,11.7,,61,,1,,7,,48.3,,102.77,,,,,,Mostly Cloudy
2016/9/25 17:00,2016,9,25,17:00,‡,16.9,,13.3,,79,,32,,11,,48.3,,102.68,,,,,,NA
2016/9/25 18:00,2016,9,25,18:00,‡,14.5,,12.2,,86,,31,,9,,48.3,,102.64,,,,,,NA
2016/9/25 19:00,2016,9,25,19:00,‡,13.5,,11.6,,88,,33,,5,,48.3,,102.62,,,,,,Mostly Cloudy
2016/9/25 20:00,2016,9,25,20:00,‡,14.1,,11.5,,84,,34,,5,,32.2,,102.58,,,,,,NA
2016/9/25 21:00,2016,9,25,21:00,‡,12.5,,11.6,,94,,31,,13,,32.2,,102.55,,,,,,NA
2016/9/25 22:00,2016,9,25,22:00,‡,13.6,,11.5,,87,,28,,7,,32.2,,102.51,,,,,,Mostly Cloudy
2016/9/25 23:00,2016,9,25,23:00,‡,10,,9.1,,94,,32,,3,,32.2,,102.44,,,,,,NA
2016/9/26 0:00,2016,9,26,0:00,‡,12.3,,11.7,,96,,29,,17,,32.2,,102.44,,,,,,NA
2016/9/26 1:00,2016,9,26,1:00,‡,12.9,,12.1,,95,,30,,12,,32.2,,102.35,,,,,,Mainly Clear
2016/9/26 2:00,2016,9,26,2:00,‡,13,,12.1,,94,,30,,14,,32.2,,102.26,,,,,,NA
2016/9/26 3:00,2016,9,26,3:00,‡,10.9,,10.3,,96,,35,,8,,32.2,,102.18,,,,,,NA
2016/9/26 4:00,2016,9,26,4:00,‡,12.2,,11.6,,96,,5,,7,,32.2,,102.14,,,,,,Mainly Clear
2016/9/26 5:00,2016,9,26,5:00,‡,11.2,,10.6,,96,,33,,7,,32.2,,102.08,,,,,,NA
2016/9/26 6:00,2016,9,26,6:00,‡,11.1,,10.3,,95,,32,,12,,32.2,,102.07,,,,,,NA
2016/9/26 7:00,2016,9,26,7:00,‡,13.6,,13.1,,97,,30,,7,,48.3,,102.02,,,,,,Mostly Cloudy
2016/9/26 8:00,2016,9,26,8:00,‡,15.2,,13.3,,88,,31,,13,,48.3,,101.96,,,,,,NA
2016/9/26 9:00,2016,9,26,9:00,‡,15.4,,13.1,,86,,22,,8,,48.3,,101.92,,,,,,NA
2016/9/26 10:00,2016,9,26,10:00,‡,16.2,,13,,81,,24,,7,,48.3,,101.89,,,,,,Mostly Cloudy
2016/9/26 11:00,2016,9,26,11:00,‡,16.1,,14.1,,88,,30,,18,,48.3,,101.85,,,,,,NA
2016/9/26 12:00,2016,9,26,12:00,‡,15.8,,13.1,,84,,30,,18,,48.3,,101.8,,,,,,NA
2016/9/26 13:00,2016,9,26,13:00,‡,16.2,,13.4,,83,,28,,8,,48.3,,101.72,,,,,,Mostly Cloudy
2016/9/26 14:00,2016,9,26,14:00,‡,16.1,,13.4,,84,,28,,11,,48.3,,101.65,,,,,,NA
2016/9/26 15:00,2016,9,26,15:00,‡,15.6,,12.9,,84,,32,,6,,48.3,,101.6,,,,,,NA
2016/9/26 16:00,2016,9,26,16:00,‡,14.7,,13.6,,93,,28,,9,,48.3,,101.6,,,,,,Mostly Cloudy
2016/9/26 17:00,2016,9,26,17:00,‡,14.9,,13.5,,91,,32,,3,,48.3,,101.54,,,,,,NA
2016/9/26 18:00,2016,9,26,18:00,‡,15.4,,13.5,,88,,22,,4,,48.3,,101.54,,,,,,NA
2016/9/26 19:00,2016,9,26,19:00,‡,14.7,,13.6,,93,,27,,7,,32.2,,101.59,,,,,,Mostly Cloudy
2016/9/26 20:00,2016,9,26,20:00,‡,14.3,,13.4,,94,,16,,4,,32.2,,101.6,,,,,,NA
2016/9/26 21:00,2016,9,26,21:00,‡,14.8,,13.7,,93,,23,,5,,32.2,,101.67,,,,,,NA
2016/9/26 22:00,2016,9,26,22:00,‡,13.4,,12.8,,96,,30,,7,,32.2,,101.71,,,,,,Cloudy
2016/9/26 23:00,2016,9,26,23:00,‡,13.5,,13.2,,98,,29,,3,,32.2,,101.73,,,,,,NA
2016/9/27 0:00,2016,9,27,0:00,‡,13.8,,13.3,,97,,30,,27,,24.1,,101.81,,,,,,NA
2016/9/27 1:00,2016,9,27,1:00,‡,13.7,,12.1,,90,,28,,40,,24.1,,101.81,,,,,,Mainly Clear
2016/9/27 2:00,2016,9,27,2:00,‡,13.2,,10.2,,82,,29,,35,,24.1,,101.89,,,,,,NA
2016/9/27 3:00,2016,9,27,3:00,‡,13.1,,10.1,,82,,28,,43,,32.2,,101.91,,,,,,NA
2016/9/27 4:00,2016,9,27,4:00,‡,12.8,,9.5,,80,,28,,43,,32.2,,101.96,,,,,,Mainly Clear
2016/9/27 5:00,2016,9,27,5:00,‡,12.7,,9.6,,81,,28,,46,,32.2,,102,,,,,,NA
2016/9/27 6:00,2016,9,27,6:00,‡,12.3,,9.5,,83,,30,,32,,48.3,,102.04,,,,,,NA
2016/9/27 7:00,2016,9,27,7:00,‡,12.5,,9.5,,82,,29,,38,,48.3,,102.12,,,,,,Mainly Clear
2016/9/27 8:00,2016,9,27,8:00,‡,13.2,,9.9,,80,,30,,37,,48.3,,102.2,,,,,,NA
2016/9/27 9:00,2016,9,27,9:00,‡,14,,10.5,,79,,29,,38,,32.2,,102.23,,,,,,NA
2016/9/27 10:00,2016,9,27,10:00,‡,14.3,,10.9,,80,,30,,28,,32.2,,102.29,,,,,,Mostly Cloudy
2016/9/27 11:00,2016,9,27,11:00,‡,14.7,,11,,78,,29,,32,,32.2,,102.29,,,,,,NA
2016/9/27 12:00,2016,9,27,12:00,‡,15.8,,11.8,,77,,29,,22,,48.3,,102.28,,,,,,NA
2016/9/27 13:00,2016,9,27,13:00,‡,15.4,,10.8,,74,,30,,23,,48.3,,102.27,,,,,,Mainly Clear
2016/9/27 14:00,2016,9,27,14:00,‡,15.6,,11.4,,76,,29,,28,,48.3,,102.21,,,,,,NA
2016/9/27 15:00,2016,9,27,15:00,‡,15.4,,11.2,,76,,29,,26,,48.3,,102.17,,,,,,NA
2016/9/27 16:00,2016,9,27,16:00,‡,14.7,,11,,78,,30,,24,,48.3,,102.15,,,,,,Mostly Cloudy
2016/9/27 17:00,2016,9,27,17:00,‡,14.5,,11.3,,81,,30,,18,,48.3,,102.1,,,,,,NA
2016/9/27 18:00,2016,9,27,18:00,‡,13.3,,11.2,,87,,30,,21,,48.3,,102.05,,,,,,NA
2016/9/27 19:00,2016,9,27,19:00,‡,13.1,,11.2,,88,,30,,19,,48.3,,102.05,,,,,,Mainly Clear
2016/9/27 20:00,2016,9,27,20:00,‡,13.3,,10.9,,85,,30,,23,,48.3,,102.06,,,,,,NA
2016/9/27 21:00,2016,9,27,21:00,‡,13.2,,11.1,,87,,30,,24,,48.3,,102.02,,,,,,NA
2016/9/27 22:00,2016,9,27,22:00,‡,13,,11.3,,89,,30,,26,,48.3,,102.03,,,,,,Mostly Cloudy
2016/9/27 23:00,2016,9,27,23:00,‡,12.8,,11.1,,89,,30,,23,,48.3,,102.02,,,,,,NA
2016/9/28 0:00,2016,9,28,0:00,‡,12.7,,10.8,,88,,30,,30,,48.3,,102.01,,,,,,NA
2016/9/28 1:00,2016,9,28,1:00,‡,12.4,,10.7,,89,,30,,29,,48.3,,102,,,,,,Cloudy
2016/9/28 2:00,2016,9,28,2:00,‡,12.2,,10.6,,90,,30,,30,,48.3,,102.01,,,,,,NA
2016/9/28 3:00,2016,9,28,3:00,‡,11.8,,10.2,,90,,30,,29,,48.3,,101.98,,,,,,NA
2016/9/28 4:00,2016,9,28,4:00,‡,11.5,,10.4,,93,,30,,28,,48.3,,101.94,,,,,,Mostly Cloudy
2016/9/28 5:00,2016,9,28,5:00,‡,11.3,,10.1,,92,,29,,29,,48.3,,101.95,,,,,,NA
2016/9/28 6:00,2016,9,28,6:00,‡,11.1,,10,,93,,30,,30,,48.3,,101.98,,,,,,NA
2016/9/28 7:00,2016,9,28,7:00,‡,11.5,,10.3,,92,,30,,28,,40.2,,101.97,,,,,,Mainly Clear
2016/9/28 8:00,2016,9,28,8:00,‡,12.2,,10.5,,89,,31,,27,,48.3,,101.99,,,,,,NA
2016/9/28 9:00,2016,9,28,9:00,‡,12.4,,10.3,,87,,30,,32,,48.3,,102.01,,,,,,NA
2016/9/28 10:00,2016,9,28,10:00,‡,13.1,,10.5,,84,,30,,32,,48.3,,102,,,,,,Mainly Clear
2016/9/28 11:00,2016,9,28,11:00,‡,13.7,,10.9,,83,,30,,27,,48.3,,101.96,,,,,,NA
2016/9/28 12:00,2016,9,28,12:00,‡,14.2,,11,,81,,29,,27,,48.3,,101.9,,,,,,NA
2016/9/28 13:00,2016,9,28,13:00,‡,14.4,,11.2,,81,,30,,26,,48.3,,101.85,,,,,,Clear
2016/9/28 14:00,2016,9,28,14:00,‡,14.5,,11.3,,81,,30,,21,,48.3,,101.8,,,,,,NA
2016/9/28 15:00,2016,9,28,15:00,‡,14.6,,11.8,,83,,29,,19,,48.3,,101.76,,,,,,NA
2016/9/28 16:00,2016,9,28,16:00,‡,14.1,,11.5,,84,,29,,16,,48.3,,101.71,,,,,,Mainly Clear
2016/9/28 17:00,2016,9,28,17:00,‡,13.4,,11.1,,86,,28,,10,,48.3,,101.69,,,,,,NA
2016/9/28 18:00,2016,9,28,18:00,‡,11.8,,10.2,,90,,30,,3,,48.3,,101.66,,,,,,NA
2016/9/28 19:00,2016,9,28,19:00,‡,11.7,,9.8,,88,,36,,3,,48.3,,101.67,,,,,,Clear
2016/9/28 20:00,2016,9,28,20:00,‡,11.3,,10.2,,93,,36,,1,,48.3,,101.67,,,,,,NA
2016/9/28 21:00,2016,9,28,21:00,‡,10.8,,9.9,,94,,28,,7,,48.3,,101.68,,,,,,NA
2016/9/28 22:00,2016,9,28,22:00,‡,8.9,,8.5,,97,,28,,5,,48.3,,101.71,,,,,,Clear
2016/9/28 23:00,2016,9,28,23:00,‡,8.6,,8.3,,98,,31,,7,,48.3,,101.7,,,,,,NA
2016/9/29 0:00,2016,9,29,0:00,‡,7.9,,7.6,,98,,1,,5,,48.3,,101.69,,,,,,NA
2016/9/29 1:00,2016,9,29,1:00,‡,8.5,,8.2,,98,,34,,8,,48.3,,101.71,,,,,,Clear
2016/9/29 2:00,2016,9,29,2:00,‡,8.8,,8.4,,97,,33,,9,,48.3,,101.73,,,,,,NA
2016/9/29 3:00,2016,9,29,3:00,‡,10.3,,9.5,,95,,31,,15,,48.3,,101.73,,,,,,NA
2016/9/29 4:00,2016,9,29,4:00,‡,9.2,,8.6,,96,,34,,5,,48.3,,101.71,,,,,,Clear
2016/9/29 5:00,2016,9,29,5:00,‡,7.8,,7.2,,96,,35,,7,,48.3,,101.74,,,,,,NA
2016/9/29 6:00,2016,9,29,6:00,‡,7.8,,7.4,,97,,36,,5,,48.3,,101.76,,,,,,NA
2016/9/29 7:00,2016,9,29,7:00,‡,8.6,,7.7,,94,,32,,5,,48.3,,101.79,,,,,,Cloudy
2016/9/29 8:00,2016,9,29,8:00,‡,10.5,,9.4,,93,,31,,6,,48.3,,101.82,,,,,,NA
2016/9/29 9:00,2016,9,29,9:00,‡,11.7,,10.1,,90,,30,,16,,48.3,,101.83,,,,,,NA
2016/9/29 10:00,2016,9,29,10:00,‡,13.1,,10.3,,83,,29,,21,,48.3,,101.84,,,,,,Mainly Clear
2016/9/29 11:00,2016,9,29,11:00,‡,13.6,,10.3,,80,,30,,19,,48.3,,101.83,,,,,,NA
2016/9/29 12:00,2016,9,29,12:00,‡,14.5,,10.4,,76,,29,,17,,48.3,,101.81,,,,,,NA
2016/9/29 13:00,2016,9,29,13:00,‡,14.7,,10.8,,77,,29,,17,,48.3,,101.78,,,,,,Mainly Clear
2016/9/29 14:00,2016,9,29,14:00,‡,14.2,,10.7,,79,,29,,18,,48.3,,101.74,,,,,,NA
2016/9/29 15:00,2016,9,29,15:00,‡,13.1,,10.3,,83,,29,,14,,48.3,,101.71,,,,,,NA
2016/9/29 16:00,2016,9,29,16:00,‡,13.1,,9.6,,79,,26,,10,,48.3,,101.72,,,,,,Cloudy
2016/9/29 17:00,2016,9,29,17:00,‡,12.1,,8.8,,80,,26,,8,,48.3,,101.7,,,,,,NA
2016/9/29 18:00,2016,9,29,18:00,‡,12.2,,8.7,,79,,36,,1,,48.3,,101.71,,,,,,NA
2016/9/29 19:00,2016,9,29,19:00,‡,12.1,,8.6,,79,,16,,5,,48.3,,101.73,,,,,,Mostly Cloudy
2016/9/29 20:00,2016,9,29,20:00,‡,11.1,,7.4,,78,,11,,5,,48.3,,101.72,,,,,,NA
2016/9/29 21:00,2016,9,29,21:00,‡,9.6,,7.7,,88,,9,,9,,48.3,,101.72,,,,,,NA
2016/9/29 22:00,2016,9,29,22:00,‡,9.8,,7.6,,86,,9,,7,,48.3,,101.7,,,,,,Mostly Cloudy
2016/9/29 23:00,2016,9,29,23:00,‡,8.4,,6.7,,89,,8,,8,,48.3,,101.71,,,,,,NA
2016/9/30 0:00,2016,9,30,0:00,‡,8.9,,7.2,,89,,6,,9,,48.3,,101.71,,,,,,NA
2016/9/30 1:00,2016,9,30,1:00,‡,7.8,,6.6,,92,,9,,5,,48.3,,101.69,,,,,,Mainly Clear
2016/9/30 2:00,2016,9,30,2:00,‡,6.1,,5.2,,94,,9,,8,,48.3,,101.71,,,,,,NA
2016/9/30 3:00,2016,9,30,3:00,‡,7.3,,6.4,,94,,9,,7,,48.3,,101.71,,,,,,NA
2016/9/30 4:00,2016,9,30,4:00,‡,7.2,,6.5,,95,,10,,4,,48.3,,101.7,,,,,,Mainly Clear
2016/9/30 5:00,2016,9,30,5:00,‡,6.5,,6.1,,97,,7,,5,,48.3,,101.71,,,,,,NA
2016/9/30 6:00,2016,9,30,6:00,‡,7.5,,6.6,,94,,9,,7,,48.3,,101.72,,,,,,NA
2016/9/30 7:00,2016,9,30,7:00,‡,9.4,,8.7,,95,,11,,10,,12.9,,101.72,,,,,,Cloudy
2016/9/30 8:00,2016,9,30,8:00,‡,10.3,,9.2,,93,,16,,7,,12.9,,101.72,,,,,,NA
2016/9/30 9:00,2016,9,30,9:00,‡,11.3,,9.4,,88,,15,,7,,12.9,,101.71,,,,,,NA
2016/9/30 10:00,2016,9,30,10:00,‡,12.5,,10.6,,88,,23,,9,,12.9,,101.68,,,,,,Mostly Cloudy
2016/9/30 11:00,2016,9,30,11:00,‡,13,,10.2,,83,,24,,11,,16.1,,101.64,,,,,,NA
2016/9/30 12:00,2016,9,30,12:00,‡,12.8,,10,,83,,24,,12,,24.1,,101.59,,,,,,NA
2016/9/30 13:00,2016,9,30,13:00,‡,13,,10.6,,85,,27,,11,,24.1,,101.52,,,,,,Mainly Clear
2016/9/30 14:00,2016,9,30,14:00,‡,13.7,,10.4,,80,,23,,11,,24.1,,101.46,,,,,,NA
2016/9/30 15:00,2016,9,30,15:00,‡,14.2,,10.5,,78,,28,,11,,48.3,,101.42,,,,,,NA
2016/9/30 16:00,2016,9,30,16:00,‡,14.2,,9.9,,75,,28,,6,,24.1,,101.38,,,,,,Mainly Clear
2016/9/30 17:00,2016,9,30,17:00,‡,12.9,,9.6,,80,,30,,5,,24.1,,101.35,,,,,,NA
2016/9/30 18:00,2016,9,30,18:00,‡,11.8,,9.4,,85,,23,,11,,32.2,,101.34,,,,,,NA
2016/9/30 19:00,2016,9,30,19:00,‡,9.6,,8.1,,90,,2,,3,,32.2,,101.32,,,,,,Mainly Clear
2016/9/30 20:00,2016,9,30,20:00,‡,10,,7.4,,84,,10,,10,,32.2,,101.31,,,,,,NA
2016/9/30 21:00,2016,9,30,21:00,‡,9.8,,8.1,,89,,9,,10,,32.2,,101.33,,,,,,NA
2016/9/30 22:00,2016,9,30,22:00,‡,11.3,,9.6,,89,,8,,12,,32.2,,101.34,,,,,,Mostly Cloudy
2016/9/30 23:00,2016,9,30,23:00,‡,11.7,,8.8,,82,,8,,11,,32.2,,101.34,,,,,,NA
2016/10/1 0:00,2016,10,1,0:00,‡,11.6,,8.8,,83,,7,,11,,24.1,,101.34,,,,,,NA
2016/10/1 1:00,2016,10,1,1:00,‡,11.2,,7.7,,79,,6,,7,,24.1,,101.35,,,,,,Mostly Cloudy
2016/10/1 2:00,2016,10,1,2:00,‡,9.3,,7.1,,86,,32,,5,,24.1,,101.32,,,,,,NA
2016/10/1 3:00,2016,10,1,3:00,‡,10.4,,8.5,,88,,9,,13,,24.1,,101.3,,,,,,Rain
2016/10/1 4:00,2016,10,1,4:00,‡,10.5,,8.4,,87,,7,,15,,24.1,,101.26,,,,,,Cloudy
2016/10/1 5:00,2016,10,1,5:00,‡,10.5,,8.1,,85,,8,,17,,24.1,,101.24,,,,,,NA
2016/10/1 6:00,2016,10,1,6:00,‡,11.2,,8.3,,82,,8,,15,,24.1,,101.26,,,,,,NA
2016/10/1 7:00,2016,10,1,7:00,‡,11.7,,8.2,,79,,5,,12,,24.1,,101.24,,,,,,Cloudy
2016/10/1 8:00,2016,10,1,8:00,‡,12.5,,7.8,,73,,6,,16,,24.1,,101.24,,,,,,Rain Showers
2016/10/1 9:00,2016,10,1,9:00,‡,13.6,,9.3,,75,,8,,16,,24.1,,101.21,,,,,,Rain Showers
2016/10/1 10:00,2016,10,1,10:00,‡,14.3,,8.3,,67,,10,,23,,24.1,,101.22,,,,,,Mostly Cloudy
2016/10/1 11:00,2016,10,1,11:00,‡,15.2,,8.5,,64,,9,,23,,24.1,,101.21,,,,,,NA
2016/10/1 12:00,2016,10,1,12:00,‡,14.7,,7.8,,63,,10,,23,,24.1,,101.23,,,,,,NA
2016/10/1 13:00,2016,10,1,13:00,‡,14.1,,8.6,,69,,13,,24,,19.3,,101.27,,,,,,Cloudy
2016/10/1 14:00,2016,10,1,14:00,‡,13.7,,10.7,,82,,12,,18,,24.1,,101.32,,,,,,Rain Showers
2016/10/1 15:00,2016,10,1,15:00,‡,13.7,,10.7,,82,,10,,15,,19.3,,101.36,,,,,,Rain Showers
2016/10/1 16:00,2016,10,1,16:00,‡,13.6,,9.7,,77,,12,,27,,24.1,,101.4,,,,,,Mostly Cloudy
2016/10/1 17:00,2016,10,1,17:00,‡,13.3,,9.6,,78,,9,,23,,32.2,,101.39,,,,,,NA
2016/10/1 18:00,2016,10,1,18:00,‡,12.7,,9.9,,83,,7,,17,,32.2,,101.4,,,,,,NA
2016/10/1 19:00,2016,10,1,19:00,‡,12.7,,9.2,,79,,9,,14,,24.1,,101.44,,,,,,Mostly Cloudy
2016/10/1 20:00,2016,10,1,20:00,‡,12.5,,8.8,,78,,10,,20,,32.2,,101.46,,,,,,NA
2016/10/1 21:00,2016,10,1,21:00,‡,11.7,,8.8,,82,,10,,14,,32.2,,101.49,,,,,,NA
2016/10/1 22:00,2016,10,1,22:00,‡,12.3,,9,,80,,11,,22,,32.2,,101.5,,,,,,Mostly Cloudy
2016/10/1 23:00,2016,10,1,23:00,‡,12,,9.2,,83,,8,,15,,32.2,,101.48,,,,,,NA
2016/10/2 0:00,2016,10,2,0:00,‡,12.4,,8.7,,78,,6,,10,,32.2,,101.47,,,,,,NA
2016/10/2 1:00,2016,10,2,1:00,‡,11.9,,8.8,,81,,5,,8,,24.1,,101.44,,,,,,Mostly Cloudy
2016/10/2 2:00,2016,10,2,2:00,,,,,,,,,,,,,,,,,,,,
2016/10/2 3:00,2016,10,2,3:00,‡,10.5,,9.1,,91,,9,,16,,32.2,,101.38,,,,,,NA
2016/10/2 4:00,2016,10,2,4:00,‡,10.8,,9.1,,89,,10,,16,,24.1,,101.38,,,,,,Cloudy
2016/10/2 5:00,2016,10,2,5:00,‡,11.2,,8.8,,85,,9,,14,,24.1,,101.37,,,,,,NA
2016/10/2 6:00,2016,10,2,6:00,‡,10.8,,8.9,,88,,10,,8,,24.1,,101.38,,,,,,Rain Showers
2016/10/2 7:00,2016,10,2,7:00,‡,10.8,,8.9,,88,,24,,4,,32.2,,101.38,,,,,,Mostly Cloudy
2016/10/2 8:00,2016,10,2,8:00,‡,11.4,,9.2,,86,,20,,10,,32.2,,101.41,,,,,,NA
2016/10/2 9:00,2016,10,2,9:00,‡,12.5,,10.1,,85,,22,,10,,32.2,,101.45,,,,,,NA
2016/10/2 10:00,2016,10,2,10:00,‡,13.2,,10.4,,83,,33,,10,,32.2,,101.43,,,,,,Mostly Cloudy
2016/10/2 11:00,2016,10,2,11:00,‡,14.3,,10.2,,76,,29,,13,,32.2,,101.4,,,,,,NA
2016/10/2 12:00,2016,10,2,12:00,‡,14.8,,10.9,,77,,28,,13,,32.2,,101.34,,,,,,NA
2016/10/2 13:00,2016,10,2,13:00,‡,14.6,,10.7,,77,,29,,21,,48.3,,101.3,,,,,,Mainly Clear
2016/10/2 14:00,2016,10,2,14:00,‡,15,,11.2,,78,,28,,18,,48.3,,101.25,,,,,,NA
2016/10/2 15:00,2016,10,2,15:00,‡,14.8,,10.3,,74,,29,,17,,48.3,,101.2,,,,,,NA
2016/10/2 16:00,2016,10,2,16:00,‡,14.3,,10.6,,78,,28,,21,,48.3,,101.19,,,,,,Mainly Clear
2016/10/2 17:00,2016,10,2,17:00,‡,13.4,,11,,85,,29,,22,,48.3,,101.19,,,,,,NA
2016/10/2 18:00,2016,10,2,18:00,‡,10.4,,9.3,,93,,32,,12,,48.3,,101.13,,,,,,NA
2016/10/2 19:00,2016,10,2,19:00,‡,10.1,,9,,93,,30,,9,,32.2,,101.17,,,,,,Mainly Clear
2016/10/2 20:00,2016,10,2,20:00,‡,11.2,,10.4,,95,,30,,13,,32.2,,101.19,,,,,,NA
2016/10/2 21:00,2016,10,2,21:00,‡,11.4,,10.8,,96,,36,,4,,32.2,,101.19,,,,,,NA
2016/10/2 22:00,2016,10,2,22:00,‡,10.3,,8.7,,90,,16,,4,,32.2,,101.2,,,,,,Mainly Clear
2016/10/2 23:00,2016,10,2,23:00,‡,9.5,,8.3,,92,,4,,3,,32.2,,101.2,,,,,,NA
2016/10/3 0:00,2016,10,3,0:00,‡,9.2,,8.3,,94,,8,,8,,24.1,,101.17,,,,,,NA
2016/10/3 1:00,2016,10,3,1:00,‡,10.2,,9.9,,98,,8,,12,,1.6,,101.14,,,,,,Fog
2016/10/3 2:00,2016,10,3,2:00,‡,8.9,,8.6,,98,,14,,8,,8.1,,101.16,,,,,,Fog
2016/10/3 3:00,2016,10,3,3:00,‡,9.9,,9.6,,98,,8,,10,,0.8,,101.18,,,,,,Fog
2016/10/3 4:00,2016,10,3,4:00,‡,9.5,,9.2,,98,,8,,13,,0.8,,101.18,,,,,,Fog
2016/10/3 5:00,2016,10,3,5:00,‡,9.9,,9.3,,96,,7,,10,,16.1,,101.2,,,,,,NA
2016/10/3 6:00,2016,10,3,6:00,‡,9.8,,8.7,,93,,10,,14,,24.1,,101.19,,,,,,NA
2016/10/3 7:00,2016,10,3,7:00,‡,10.2,,8.7,,90,,10,,13,,24.1,,101.2,,,,,,Mostly Cloudy
2016/10/3 8:00,2016,10,3,8:00,‡,11,,9.1,,88,,13,,9,,24.1,,101.22,,,,,,NA
2016/10/3 9:00,2016,10,3,9:00,‡,11.6,,9.2,,85,,10,,14,,24.1,,101.23,,,,,,NA
2016/10/3 10:00,2016,10,3,10:00,‡,12.7,,9.6,,81,,11,,21,,24.1,,101.24,,,,,,Mostly Cloudy
2016/10/3 11:00,2016,10,3,11:00,‡,13.9,,9.8,,76,,10,,25,,24.1,,101.23,,,,,,NA
2016/10/3 12:00,2016,10,3,12:00,‡,14.5,,9.4,,71,,10,,17,,32.2,,101.2,,,,,,NA
2016/10/3 13:00,2016,10,3,13:00,‡,14.9,,9.3,,69,,11,,21,,32.2,,101.13,,,,,,Mostly Cloudy
2016/10/3 14:00,2016,10,3,14:00,‡,15.5,,9,,65,,11,,19,,32.2,,101.08,,,,,,NA
2016/10/3 15:00,2016,10,3,15:00,‡,15.4,,7.8,,60,,13,,21,,32.2,,101.04,,,,,,NA
2016/10/3 16:00,2016,10,3,16:00,‡,14.7,,6.3,,57,,12,,25,,32.2,,101,,,,,,Cloudy
2016/10/3 17:00,2016,10,3,17:00,‡,14.4,,7.3,,62,,13,,26,,32.2,,100.96,,,,,,NA
2016/10/3 18:00,2016,10,3,18:00,‡,14.1,,7.5,,64,,10,,18,,32.2,,100.95,,,,,,NA
2016/10/3 19:00,2016,10,3,19:00,‡,13.4,,7.5,,67,,10,,13,,24.1,,100.95,,,,,,Cloudy
2016/10/3 20:00,2016,10,3,20:00,‡,13.4,,7,,65,,10,,16,,24.1,,100.94,,,,,,NA
2016/10/3 21:00,2016,10,3,21:00,‡,12.4,,8.9,,79,,11,,12,,24.1,,100.96,,,,,,Rain Showers
2016/10/3 22:00,2016,10,3,22:00,‡,11.9,,9.5,,85,,10,,17,,24.1,,100.96,,,,,,Rain
2016/10/3 23:00,2016,10,3,23:00,‡,11.8,,9.2,,84,,8,,20,,24.1,,100.92,,,,,,NA
2016/10/4 0:00,2016,10,4,0:00,‡,11.5,,9.1,,85,,9,,17,,24.1,,100.91,,,,,,NA
2016/10/4 1:00,2016,10,4,1:00,‡,11.3,,9.4,,88,,10,,16,,16.1,,100.9,,,,,,Drizzle
2016/10/4 2:00,2016,10,4,2:00,‡,10.9,,9.5,,91,,9,,20,,16.1,,100.89,,,,,,NA
2016/10/4 3:00,2016,10,4,3:00,‡,10.9,,9.7,,92,,10,,21,,16.1,,100.89,,,,,,NA
2016/10/4 4:00,2016,10,4,4:00,‡,10.9,,9.7,,92,,10,,18,,16.1,,100.89,,,,,,Drizzle
2016/10/4 5:00,2016,10,4,5:00,‡,10.8,,9.7,,93,,9,,18,,16.1,,100.88,,,,,,"Rain,Drizzle"
2016/10/4 6:00,2016,10,4,6:00,‡,10.9,,10,,94,,10,,20,,24.1,,100.91,,,,,,NA
